Age,Gender,Marital_Status,Department,Job_Role,Job_Level,Monthly_Income,Hourly_Rate,Years_at_Company,Years_in_Current_Role,Years_Since_Last_Promotion,Work_Life_Balance,Job_Satisfaction,Performance_Rating,Training_Hours_Last_Year,Overtime,Project_Count,Average_Hours_Worked_Per_Week,Absenteeism,Work_Environment_Satisfaction,Relationship_with_Manager,Job_Involvement,Distance_From_Home,Number_of_Companies_Worked,Attrition
25.0,Female,Single,IT,Analyst,2.0,17898.0,77,29.0,3,2,2.0,4.0,3,18,1.0,6.0,31,6,3,3,2,42.0,2,1
35.0,Male,Divorced,Finance,Analyst,3.0,,57,7.0,11,4,,1.0,3,96,1.0,4.0,30,9,2,3,3,14.0,4,0
48.0,Female,Single,Marketing,Executive,3.0,9735.0,93,29.0,2,6,4.0,1.0,2,4,1.0,7.0,45,19,1,3,1,23.0,1,0
22.0,Female,Married,Marketing,Analyst,3.0,,16,27.0,12,1,3.0,5.0,2,65,1.0,9.0,45,4,4,1,1,31.0,4,0
39.0,Female,Married,Marketing,Analyst,1.0,15423.0,91,1.0,11,3,1.0,4.0,1,8,0.0,2.0,59,6,2,1,4,38.0,1,0
55.0,Female,Divorced,Sales,Assistant,1.0,14609.0,37,26.0,4,5,1.0,2.0,4,40,0.0,3.0,52,1,3,2,4,40.0,4,0
38.0,,Single,IT,Manager,4.0,13409.0,26,22.0,4,0,2.0,2.0,2,24,0.0,1.0,51,8,1,2,1,49.0,1,0
45.0,Female,Divorced,IT,Analyst,2.0,4186.0,60,20.0,11,5,4.0,1.0,1,83,1.0,7.0,33,19,2,2,3,3.0,4,1
22.0,Male,Divorced,HR,Executive,1.0,7294.0,47,2.0,4,4,3.0,3.0,3,74,0.0,6.0,42,11,4,1,4,13.0,2,0
38.0,Female,Single,Marketing,Manager,5.0,,58,19.0,3,1,4.0,5.0,1,11,0.0,8.0,48,7,3,1,1,,4,0
39.0,Female,Divorced,,,2.0,14004.0,39,4.0,7,5,4.0,1.0,1,64,0.0,2.0,35,5,1,2,4,34.0,2,0
51.0,Male,Single,Finance,Manager,4.0,12709.0,49,26.0,5,4,3.0,3.0,3,87,0.0,5.0,45,10,1,2,3,31.0,1,0
26.0,Female,Single,,Manager,3.0,,49,23.0,11,0,,3.0,3,80,0.0,1.0,33,8,2,2,3,3.0,3,0
52.0,Male,Married,IT,Manager,4.0,,79,1.0,4,5,1.0,5.0,2,15,1.0,9.0,35,5,4,3,3,6.0,4,0
59.0,Male,Divorced,Marketing,Manager,2.0,17144.0,57,1.0,5,6,2.0,3.0,3,54,1.0,2.0,54,12,4,2,4,49.0,4,0
58.0,Female,Married,HR,Manager,3.0,15458.0,82,3.0,7,8,2.0,3.0,3,37,,7.0,36,19,3,1,3,47.0,2,0
37.0,Female,Divorced,Sales,Analyst,4.0,,76,18.0,4,1,1.0,5.0,4,42,0.0,7.0,48,9,2,2,1,47.0,3,0
59.0,Female,,HR,Manager,4.0,10892.0,45,3.0,12,5,4.0,4.0,3,7,0.0,4.0,57,11,2,1,2,27.0,2,0
20.58607448,,Married,IT,Manager,2.0,8553.0,42,3.0,13,5,4.0,2.0,4,52,,6.0,49,4,3,4,2,6.0,3,0
30.0,Male,Married,Finance,Executive,1.0,10154.0,25,27.0,14,0,2.0,4.0,3,60,0.0,2.0,54,4,2,3,1,8.0,4,0
47.0,,Married,Sales,Executive,5.0,10139.0,46,13.0,10,7,2.0,2.0,2,87,0.0,2.0,59,3,2,2,1,32.0,3,1
44.0,Female,Single,IT,,4.0,18479.0,80,1.0,5,4,3.0,2.0,3,69,0.0,9.0,43,19,1,2,3,13.0,2,0
42.0,Female,Divorced,Marketing,Analyst,5.0,3177.0,74,13.0,6,1,3.0,5.0,1,45,0.0,1.0,42,7,2,1,3,35.0,2,1
50.0,,Single,Sales,Executive,2.0,18488.0,65,22.0,6,4,3.0,4.0,1,8,0.0,6.0,51,10,4,2,4,2.0,2,1
49.0,Female,Divorced,HR,Executive,2.0,13802.0,73,24.0,12,3,3.0,5.0,3,66,0.0,1.0,47,13,3,4,4,33.0,1,0
54.0,Male,Divorced,,,1.0,7513.0,91,5.0,12,6,2.0,4.0,1,99,1.0,6.560714183,55,15,4,1,3,16.0,3,0
26.0,Female,Single,IT,Analyst,3.0,,31,17.0,7,9,4.0,3.0,2,22,0.0,4.0,53,6,1,2,4,29.0,4,1
35.0,Male,Single,IT,Assistant,5.0,14581.0,82,11.0,10,7,1.0,1.0,3,30,1.0,5.0,59,16,3,2,2,37.0,2,0
45.0,Female,Divorced,HR,Analyst,4.0,10774.0,52,10.0,13,0,2.0,4.0,3,33,0.0,4.0,48,16,2,3,3,44.0,3,0
21.0,Female,Married,IT,Executive,3.0,19625.0,78,27.0,3,0,1.0,4.0,2,34,1.0,5.0,32,17,1,2,2,10.0,3,0
20.0,Female,Married,Sales,Executive,5.0,12571.0,17,23.0,12,7,1.0,3.0,3,47,1.0,3.0,34,5,1,4,4,32.0,4,0
31.0,Male,Married,HR,Executive,5.0,,68,27.0,8,3,4.0,3.0,3,80,0.0,6.0,54,8,3,2,4,31.0,3,0
24.0,Female,Married,IT,Executive,3.0,11028.0,90,15.0,5,7,4.0,2.0,4,20,0.0,1.0,39,15,3,3,1,13.0,3,0
56.0,Male,Divorced,IT,Executive,3.0,16749.0,58,13.0,1,6,1.0,1.0,2,66,0.0,2.0,36,7,2,4,4,38.0,2,1
51.0,Male,Married,Sales,Manager,1.0,16753.0,96,10.0,4,8,2.0,1.0,1,37,1.0,6.0,44,18,2,3,1,16.0,4,0
28.0,Female,Married,,Manager,4.0,13196.0,44,9.0,11,6,1.0,1.0,3,52,0.0,9.0,53,5,4,4,1,26.0,3,0
54.0,Male,Married,Sales,Manager,4.0,4300.0,89,28.0,4,3,,4.0,3,34,0.0,5.0,52,15,1,1,1,4.0,2,0
38.0,Female,Divorced,Marketing,Executive,4.0,10923.0,99,7.0,14,4,3.0,4.0,4,97,1.0,2.0,53,17,1,4,1,28.0,2,0
35.0,Female,Single,Sales,Manager,3.0,9673.0,68,25.0,8,6,,5.0,3,13,,5.0,53,12,4,1,2,15.0,4,0
22.0,Male,Married,Finance,Executive,1.0,14976.0,62,10.0,13,1,4.0,2.0,4,79,1.0,6.0,47,4,2,1,3,44.0,3,0
43.0,Female,Divorced,Marketing,Assistant,1.0,17384.0,82,13.0,9,2,,3.0,4,67,1.0,7.204911333,47,1,4,4,1,27.0,3,0
52.0,Male,Married,HR,,3.0,9237.0,40,16.24176195,3,8,,3.0,4,72,,8.0,38,7,2,1,4,28.0,2,0
43.0,Male,Single,Finance,Assistant,1.0,6805.0,86,2.748938103,12,1,,5.0,1,37,0.0,8.0,33,17,3,2,1,24.0,4,0
30.0,Male,Single,HR,Manager,3.0,5214.0,70,8.0,11,3,3.0,5.0,2,14,,6.0,51,13,3,1,2,27.0,4,0
27.0,Male,Single,Finance,Assistant,5.0,19621.0,90,,10,7,3.0,4.0,2,53,1.0,4.0,44,5,3,4,2,23.0,1,0
55.0,Male,Divorced,Marketing,Analyst,5.0,3732.0,83,23.0,1,0,3.0,5.0,3,64,0.0,2.0,52,3,1,4,1,13.0,1,0
57.0,Male,Married,Marketing,Analyst,2.0,,94,28.0,11,8,3.0,5.0,2,9,1.0,1.0,30,7,1,4,1,4.0,2,1
59.0,Female,Married,Marketing,,5.0,5824.0,78,7.546467364,13,5,3.0,3.0,4,10,0.0,8.0,44,0,4,4,1,,2,0
39.0,Male,Divorced,Finance,Analyst,2.0,5454.0,43,2.0,13,3,4.0,,4,94,0.0,5.468667708,53,15,4,4,3,33.0,2,0
54.0,Male,Married,Sales,Manager,4.0,15497.0,92,1.0,11,4,,2.0,1,35,,9.689220932,40,3,1,3,2,31.0,1,0
,,Married,HR,Analyst,3.0,14575.0,73,4.0,8,6,2.0,5.0,1,97,1.0,8.795015068,30,10,2,3,3,,2,0
54.0,Female,Single,Sales,,4.0,11168.0,39,23.0,9,7,4.0,1.0,3,56,0.0,2.0,55,16,2,1,3,,1,0
44.0,Male,,,Manager,4.0,5424.0,86,,4,4,3.0,5.0,2,37,,9.243118313,53,3,4,2,4,22.0,1,0
48.0,Male,Married,IT,Assistant,2.0,9183.0,41,26.0,5,6,4.0,4.0,1,80,1.0,4.0,43,15,2,4,3,11.0,1,0
37.0,Female,Divorced,HR,Executive,3.0,,36,2.0,4,2,4.0,2.0,4,67,0.0,3.0,44,19,3,1,3,48.0,3,0
37.0,Male,Divorced,Finance,Executive,2.0,5016.0,85,,4,1,4.0,5.0,4,36,0.0,9.0,46,12,4,1,3,28.0,2,1
21.32887428,Male,Single,IT,Manager,1.0,14678.0,61,10.0,11,1,1.0,4.0,1,17,1.0,2.0,31,11,3,2,3,34.0,2,1
,Male,Single,Marketing,Analyst,3.0,15931.0,69,9.0,3,2,4.0,5.0,1,35,1.0,7.0,49,12,4,1,2,2.0,3,0
55.0,Female,Single,Finance,Assistant,4.0,12463.0,23,2.0,10,5,3.0,2.0,2,39,0.0,8.0,47,6,3,4,1,40.0,4,0
52.0,Male,Married,Sales,Executive,1.0,18002.0,68,26.0,4,9,4.0,1.0,4,6,1.0,3.0,58,5,3,4,1,10.0,1,0
23.0,Female,Single,Sales,Analyst,1.0,,78,15.0,9,0,3.0,3.0,3,75,,2.0,51,16,2,2,4,14.0,1,0
,Female,Married,Sales,Executive,3.0,18203.0,53,27.0,7,2,3.0,5.0,2,18,1.0,2.0,42,13,2,3,4,3.0,1,0
,Male,Divorced,Sales,Analyst,1.0,4397.0,22,21.60759918,12,1,2.0,4.0,1,7,0.0,7.519255815,30,17,1,3,3,32.0,3,0
27.0,Male,Divorced,Sales,Analyst,5.0,7156.0,83,27.0,11,0,,3.0,4,35,0.0,7.0,52,16,1,3,3,32.0,4,0
26.0,Female,Single,Sales,Executive,4.0,,47,2.0,13,0,3.0,4.0,4,70,0.0,6.0,48,19,1,2,4,3.0,1,0
36.0,,Married,Marketing,Assistant,2.0,10985.0,24,11.0,2,5,4.0,5.0,3,40,0.0,5.0,45,10,1,2,2,49.0,4,0
52.56585904,Male,Married,IT,Analyst,3.0,11307.0,30,23.0,4,8,4.0,4.0,2,42,1.0,8.0,34,14,3,2,1,15.0,3,0
31.0,Male,Married,Finance,Executive,1.0,10342.0,25,18.20744467,9,2,2.0,2.0,1,81,0.0,6.0,31,12,2,1,4,,4,0
41.0,Female,Married,,Executive,2.0,18364.0,33,,8,6,4.0,1.0,3,36,0.0,3.0,42,3,4,3,4,34.0,4,0
49.0,Male,Single,IT,Assistant,5.0,18590.0,66,1.0,9,8,1.0,5.0,4,53,0.0,7.0,48,6,3,1,2,13.0,1,0
57.0,Male,Married,Finance,Assistant,3.0,11014.0,91,27.0,13,8,,1.0,3,92,1.0,4.0,40,14,1,3,4,18.0,2,0
57.0,Female,Single,Finance,Analyst,5.0,3626.0,29,12.0,10,8,4.0,3.0,2,85,1.0,2.0,55,9,2,3,2,22.0,4,0
27.0,Male,Single,Finance,Executive,4.0,8961.0,56,25.53020337,2,6,1.0,,4,21,,2.0,51,19,2,2,4,46.0,3,0
46.0,Female,Single,HR,Analyst,4.0,16624.0,97,6.0,1,8,4.0,5.0,1,46,0.0,2.0,44,12,1,1,1,15.0,3,0
46.0,Female,Single,HR,,1.0,15810.0,93,,2,6,3.0,3.0,1,44,1.0,2.0,43,0,3,3,1,15.0,1,0
53.0,,Married,,,2.0,17259.0,52,17.0,10,8,3.0,5.0,2,87,1.0,8.0,52,9,2,2,3,8.0,1,0
40.0,Male,Married,Sales,Assistant,3.0,,63,17.0,11,1,4.0,5.0,1,24,1.0,5.0,33,3,2,3,2,47.0,3,0
49.0,Female,Single,IT,Manager,1.0,8867.0,91,2.0,6,1,4.0,2.0,2,19,1.0,7.0,55,2,1,2,2,28.0,1,0
52.0,Male,Divorced,Sales,Manager,5.0,14023.0,98,28.0,2,6,4.0,1.0,2,29,0.0,7.0,42,2,2,1,3,48.0,4,1
47.0,Male,Married,,Analyst,2.0,12211.0,63,25.0,14,9,3.0,5.0,1,50,1.0,2.143318537,37,9,4,2,3,20.0,3,1
52.0,Female,Married,Finance,Analyst,3.0,,93,18.42987084,1,5,1.0,4.0,3,70,0.0,8.0,44,14,2,3,3,44.0,2,0
24.0,Female,Divorced,Finance,Executive,5.0,,85,15.0,5,5,3.0,2.0,2,2,0.0,6.0,31,12,2,2,1,39.0,4,0
38.0,Female,Married,HR,Manager,3.0,,69,1.0,14,4,4.0,2.0,1,69,1.0,8.0,49,14,1,4,1,16.0,4,0
23.45207954,,Divorced,Marketing,Assistant,3.0,5203.0,36,29.0,11,0,2.0,4.0,2,79,,3.315886962,58,13,4,4,2,22.0,4,0
,Male,Divorced,Marketing,Manager,2.0,18064.0,57,20.0,2,6,1.0,2.0,4,76,1.0,3.0,50,18,2,2,1,31.0,2,0
36.0,Female,Single,Sales,Executive,5.0,6197.0,64,14.0,11,1,2.0,5.0,3,6,,3.0,32,1,4,4,2,14.0,4,0
47.0,Female,Married,Marketing,Manager,1.0,,98,13.0,4,7,3.0,,3,28,1.0,9.0,33,6,4,3,4,44.0,2,0
49.0,Male,Divorced,HR,Manager,1.0,8666.0,33,25.0,11,9,1.0,1.0,2,54,,6.0,34,11,4,4,3,26.0,3,0
25.0,Female,Married,IT,Executive,3.0,15473.0,32,8.408369506,11,1,2.0,2.0,2,1,0.0,2.0,42,1,1,4,3,19.0,4,1
54.0,Male,Single,Sales,,4.0,4718.0,24,,11,1,2.0,4.0,4,87,1.0,9.637398043,49,2,3,2,3,15.0,3,0
43.0,Male,Divorced,Sales,Manager,1.0,,63,18.71402297,10,7,2.0,2.0,1,44,1.0,8.0,52,7,4,4,1,29.0,2,1
48.0,Male,Married,Finance,Analyst,2.0,5593.0,55,21.0,11,4,1.0,2.0,3,53,0.0,3.0,31,15,2,4,3,36.0,1,0
50.0,Male,Single,IT,Manager,3.0,,29,28.0,6,7,3.0,1.0,3,37,0.0,4.0,45,8,1,3,3,34.0,4,0
54.0,Male,Divorced,HR,Analyst,2.0,10568.0,37,15.0,8,0,2.0,2.0,2,8,1.0,9.0,50,18,3,3,4,24.0,3,1
52.0,Female,Divorced,IT,Manager,1.0,4225.0,90,28.0,5,8,4.0,2.0,1,99,0.0,4.0,32,17,4,2,3,14.0,3,0
,Male,,IT,Assistant,1.0,16180.0,41,7.0,2,7,1.0,2.0,1,69,0.0,6.0,54,2,1,2,4,5.0,4,0
42.72638968,Female,Divorced,Finance,Assistant,3.0,5204.0,38,6.568486411,12,7,,5.0,1,46,1.0,2.0,32,14,1,1,1,35.0,3,0
52.0,Male,Single,Sales,Analyst,5.0,5228.0,23,23.0,8,0,3.0,,1,93,0.0,7.0,40,0,2,1,4,44.0,4,0
22.0,Female,Single,Sales,Manager,3.0,13648.0,88,16.0,1,7,3.0,2.0,3,77,0.0,4.0,35,17,2,1,3,29.0,1,1
44.0,Female,Divorced,Sales,Manager,4.0,6099.0,81,21.25246137,9,3,4.0,1.0,3,77,1.0,3.0,54,19,2,4,3,25.0,2,0
50.0,,Single,Finance,Executive,1.0,,84,14.0,4,9,2.0,4.0,4,77,0.0,1.0,57,15,4,2,1,17.0,2,0
,Female,Divorced,HR,Assistant,3.0,15899.0,92,8.0,6,2,1.0,3.0,1,23,0.0,9.297913712,33,1,1,2,1,49.0,3,0
59.0,Male,Married,Finance,Executive,4.0,11793.0,56,10.0,6,2,1.0,5.0,1,81,0.0,7.0,59,4,1,4,4,6.0,4,0
43.0,,Divorced,Marketing,Executive,4.0,13256.0,74,27.0,3,9,1.0,,1,1,0.0,2.0,31,19,3,2,2,48.0,4,0
51.0,Female,Divorced,Finance,,5.0,,97,17.0,1,8,2.0,3.0,2,95,0.0,5.78457634,44,16,4,2,1,27.0,4,0
41.0,Female,Divorced,Finance,Executive,3.0,15098.0,62,15.0,6,7,2.0,,4,89,1.0,4.0,37,19,1,4,1,13.0,2,0
,,Married,Marketing,Assistant,5.0,3545.0,70,14.0,10,9,2.0,1.0,3,30,,7.0,41,5,2,1,3,21.0,2,0
21.0,Male,Married,Finance,Executive,2.0,8932.0,19,20.0,5,7,3.0,1.0,1,20,1.0,2.0,43,16,2,1,4,10.0,2,0
21.0,Female,Divorced,Sales,Analyst,2.0,11375.0,68,11.52972164,9,7,4.0,2.0,3,77,0.0,7.0,47,19,3,4,1,40.0,1,1
45.0,Male,Married,Sales,Analyst,2.0,17240.0,52,6.0,13,7,2.0,5.0,4,63,1.0,3.0,58,10,3,4,2,34.0,4,0
,Male,Single,HR,Manager,3.0,14462.0,33,4.0,4,9,1.0,2.0,4,48,1.0,6.0,43,17,2,4,1,46.0,3,0
59.0,,Married,HR,Assistant,2.0,6303.0,83,,1,5,1.0,4.0,3,46,0.0,9.0,33,7,4,2,1,15.0,3,1
52.0,Female,Divorced,Marketing,Manager,2.0,14827.0,87,5.0,10,7,2.0,,3,0,0.0,1.0,47,14,2,3,3,23.0,3,0
48.17297032,,Single,Sales,Executive,3.0,18767.0,94,11.0,13,2,4.0,1.0,2,62,1.0,1.0,46,2,4,3,3,42.0,4,0
45.0,Male,Married,HR,Assistant,2.0,4711.0,24,18.0,7,7,,3.0,1,62,1.0,1.0,30,10,3,2,1,,2,0
54.0,Male,,HR,Assistant,5.0,8496.0,99,7.0,1,4,3.0,3.0,1,51,1.0,2.0,45,8,1,2,1,30.0,2,0
44.0,Male,Married,Finance,Analyst,5.0,15915.0,35,25.0,9,4,1.0,2.0,3,38,0.0,3.0,36,5,2,4,2,27.0,4,0
,Female,Married,HR,Assistant,5.0,5250.0,29,23.34367837,10,2,4.0,2.0,3,75,0.0,4.0,52,11,1,1,2,31.0,2,1
32.0,Male,Divorced,Marketing,Manager,5.0,18396.0,78,1.0,2,0,3.0,,2,47,1.0,4.0,37,0,2,4,4,,1,0
26.0,Female,Single,Sales,Analyst,1.0,7383.0,27,16.0,7,1,4.0,4.0,2,2,0.0,3.0,48,15,1,3,3,40.0,2,1
39.0,Male,Married,Marketing,Executive,2.0,12260.0,54,12.0,8,6,2.0,5.0,1,85,1.0,4.248427432,49,18,3,2,3,25.0,3,0
,Male,Married,IT,Executive,2.0,,22,11.0,8,1,3.0,5.0,3,25,1.0,9.0,56,15,1,1,4,46.0,3,0
27.0,Female,Divorced,Finance,Analyst,3.0,,52,8.0,1,6,1.0,1.0,3,34,0.0,9.0,48,17,1,4,3,20.0,3,0
35.0,Male,Single,Marketing,Executive,3.0,,66,1.0,10,0,2.0,4.0,2,86,0.0,4.0,55,13,3,4,4,24.0,4,0
33.0,Male,Single,IT,Executive,5.0,,16,16.0,1,1,2.0,3.0,2,3,0.0,4.0,47,18,2,3,2,,3,1
31.44208477,Male,Married,Sales,Executive,3.0,14430.0,36,2.0,10,6,1.0,2.0,4,44,1.0,3.0,51,7,1,3,1,45.0,2,0
42.0,Male,Married,Sales,Analyst,4.0,9269.0,18,21.0,4,6,3.0,1.0,4,25,1.0,4.0,58,11,3,3,1,6.0,1,0
47.0,Female,Married,Marketing,Analyst,2.0,9042.0,21,,10,9,2.0,5.0,3,63,0.0,2.0,43,4,2,2,1,5.0,4,0
53.0,Female,Single,Marketing,Manager,1.0,11812.0,15,17.0,12,6,2.0,3.0,2,25,1.0,6.0,33,15,3,2,4,,1,0
21.67661241,Female,Divorced,Finance,Analyst,1.0,17705.0,97,2.0,4,8,4.0,,3,89,0.0,7.0,46,18,3,4,4,33.0,3,0
51.22600311,Female,Single,,,4.0,,72,19.0,6,7,1.0,4.0,3,93,1.0,2.0,40,5,3,1,2,8.0,1,0
,Male,Divorced,Sales,Analyst,1.0,,76,9.0,3,5,1.0,1.0,2,28,1.0,8.0,53,8,1,2,3,42.0,4,0
41.28095269,Male,Married,,Manager,5.0,,80,3.0,10,3,2.0,,3,95,,4.0,47,1,1,4,4,9.0,3,0
44.0,Male,Married,IT,Executive,5.0,6698.0,69,24.26921368,12,2,,1.0,3,60,1.0,4.658595654,42,4,2,4,2,,3,1
,Female,Divorced,Sales,,2.0,3201.0,27,22.63159485,3,7,1.0,,3,13,0.0,7.0,38,10,4,2,1,31.0,2,0
25.31200634,,Single,,Analyst,1.0,,28,5.0,1,4,,4.0,4,52,1.0,7.0,36,7,2,2,2,6.0,3,0
56.0,Female,Married,Sales,Executive,5.0,9360.0,30,24.82579394,5,8,1.0,2.0,3,68,0.0,2.0,31,0,2,2,1,10.0,2,0
52.0,Male,Married,Finance,Analyst,2.0,,60,14.0,12,6,3.0,1.0,4,29,0.0,2.0,59,8,3,2,1,6.0,1,0
27.0,Male,Married,IT,Manager,2.0,18945.0,17,11.0,7,2,3.0,3.0,4,21,0.0,6.0,50,7,3,2,3,15.0,2,0
24.0,Male,Single,Marketing,Executive,1.0,8412.0,17,19.0,12,9,1.0,2.0,2,95,0.0,5.0,40,19,3,4,2,1.0,4,0
58.0,Male,Divorced,,Analyst,5.0,12349.0,55,23.31746647,11,6,,1.0,4,80,,9.53885072,32,16,4,2,3,24.0,4,0
23.0,Female,Married,Finance,Executive,1.0,9427.0,43,16.70923138,6,3,2.0,2.0,3,93,0.0,5.0,37,12,2,3,2,8.0,3,0
,Male,Single,Finance,Assistant,4.0,,33,14.0,4,3,4.0,1.0,2,4,0.0,1.0,54,17,4,2,3,30.0,2,0
49.0,Male,Single,HR,Analyst,5.0,11397.0,34,4.0,6,9,1.0,1.0,4,40,1.0,6.0,33,19,3,2,1,44.0,1,1
54.0,Female,Single,IT,Executive,4.0,14916.0,35,8.0,3,7,3.0,,3,99,1.0,3.0,51,6,4,4,2,,4,0
59.0,Male,Married,HR,Analyst,5.0,,34,7.0,3,5,2.0,4.0,3,85,1.0,6.0,54,6,4,2,3,44.0,1,0
35.0,Male,Divorced,Finance,,2.0,13249.0,61,3.0,7,0,3.0,1.0,1,46,0.0,9.0,50,8,4,4,3,29.0,2,0
32.0,Male,Single,IT,Executive,5.0,,58,23.0,9,0,1.0,,1,22,0.0,6.0,52,12,3,3,4,2.0,2,0
49.0,Male,Single,,Analyst,2.0,16478.0,16,,1,3,4.0,4.0,3,76,1.0,7.77323143,47,4,1,4,4,46.0,1,0
,Male,Single,IT,Analyst,3.0,4060.0,57,,4,5,1.0,4.0,4,52,1.0,1.0,33,18,1,3,3,20.0,4,1
36.0,Female,Divorced,Marketing,Executive,2.0,18701.0,71,14.0,12,3,2.0,4.0,2,39,0.0,6.0,54,9,2,3,4,,2,0
38.0,Female,Married,HR,Assistant,2.0,8124.0,33,11.5412752,14,8,1.0,3.0,2,60,0.0,6.0,55,9,1,3,1,15.0,4,0
47.0,Female,Married,Finance,Manager,5.0,12081.0,78,,10,1,1.0,3.0,4,79,0.0,1.0,44,14,1,3,3,22.0,1,0
56.0,Female,Single,Sales,Manager,2.0,,55,,2,6,,3.0,1,21,0.0,6.0,49,19,1,2,1,23.0,1,0
45.0,Male,Married,Marketing,Manager,5.0,,81,29.0,10,3,1.0,4.0,2,67,1.0,3.0,38,13,2,2,2,17.0,1,0
42.0,Male,Single,Finance,Manager,2.0,,28,,12,4,2.0,5.0,4,80,0.0,3.296996672,38,17,1,2,3,13.0,3,1
28.0,Male,Divorced,HR,Manager,1.0,7412.0,34,22.0,11,4,2.0,5.0,1,2,0.0,2.0,44,17,4,3,4,10.0,4,1
20.0,Female,Married,Finance,Executive,1.0,12317.0,39,25.0,5,4,4.0,1.0,3,72,0.0,1.0,35,14,1,2,1,29.0,2,0
20.51580737,Female,Single,HR,Executive,1.0,3657.0,18,21.0,8,9,3.0,4.0,4,37,1.0,1.0,31,18,4,2,2,17.0,3,1
53.0,Female,Single,Sales,Analyst,4.0,3052.0,71,8.0,3,4,3.0,,2,6,1.0,8.0,59,15,2,1,2,11.0,3,0
51.0,Male,Married,Sales,Assistant,2.0,15632.0,16,21.0,12,4,4.0,3.0,2,12,1.0,8.0,41,2,2,2,2,32.0,3,0
59.0,Female,Divorced,Marketing,Manager,5.0,,35,16.0,3,9,1.0,,1,54,1.0,8.0,59,0,3,1,2,5.0,2,1
20.0,Male,Divorced,HR,Manager,1.0,3775.0,66,22.0,6,3,2.0,2.0,1,1,0.0,2.569461214,46,6,1,3,1,41.0,1,0
35.0,Female,Divorced,HR,Executive,3.0,12106.0,89,22.0,8,6,3.0,4.0,2,36,1.0,2.0,54,4,2,1,1,6.0,4,0
58.8047912,,Divorced,Sales,,3.0,15470.0,92,4.0,1,5,4.0,1.0,3,76,0.0,2.0,45,16,1,4,4,9.0,3,0
24.0,Female,Married,Sales,Analyst,4.0,3505.0,95,10.0,7,7,1.0,1.0,3,92,0.0,7.0,42,19,2,3,2,24.0,4,1
41.0,Female,Married,Sales,Analyst,3.0,6298.0,29,26.0,13,0,4.0,,3,76,1.0,3.0,31,6,2,1,3,6.0,4,0
,Female,Married,Finance,Executive,5.0,13429.0,60,5.0,7,9,2.0,5.0,4,49,,6.0,51,1,1,3,2,1.0,2,0
22.0,Male,Divorced,Finance,,1.0,,45,4.0,3,1,4.0,4.0,1,19,1.0,5.0,58,9,2,4,4,28.0,1,0
31.0,Female,Divorced,IT,,3.0,14105.0,76,2.136622488,3,1,,4.0,3,48,1.0,5.0,33,16,4,4,3,,4,0
35.0,Female,Married,Marketing,Manager,4.0,19644.0,50,8.0,10,2,1.0,5.0,2,49,0.0,6.0,48,9,3,3,2,41.0,3,1
56.0,Female,Divorced,Marketing,Assistant,3.0,,58,15.0,12,5,1.0,4.0,1,40,1.0,3.0,57,8,3,4,1,19.0,4,1
41.0,Male,Single,Sales,Analyst,1.0,5370.0,77,4.0,11,2,1.0,5.0,4,72,1.0,7.0,55,14,3,1,2,33.0,2,0
48.24347548,Male,Married,HR,Manager,2.0,9153.0,91,,14,6,3.0,5.0,3,3,0.0,5.751054455,55,13,3,4,1,35.0,2,1
33.0,Female,Divorced,Sales,Analyst,1.0,,32,14.0,1,2,2.0,3.0,2,42,1.0,6.277416196,43,15,4,3,4,6.0,1,1
47.0,,Divorced,HR,Manager,3.0,,95,9.125845107,1,5,1.0,,4,78,0.0,1.0,34,8,4,4,3,40.0,2,0
24.0,Female,Married,Sales,Manager,3.0,14581.0,59,28.0,2,1,3.0,5.0,2,99,0.0,9.0,56,0,1,2,3,35.0,4,0
49.0,Male,Single,Sales,Manager,3.0,5734.0,53,6.0,6,1,1.0,5.0,2,30,0.0,2.0,40,19,4,4,3,20.0,2,0
24.0,Female,Divorced,Marketing,Assistant,4.0,5256.0,40,12.0,14,2,1.0,3.0,4,1,1.0,5.0,41,6,1,2,4,8.0,4,1
31.0,Female,Married,HR,Executive,5.0,5969.0,92,28.0,8,7,3.0,4.0,2,11,0.0,9.0,38,3,4,2,1,47.0,3,0
35.0,Male,Divorced,IT,Manager,1.0,18977.0,89,13.0,11,8,1.0,2.0,4,84,1.0,5.0,34,8,1,3,4,43.0,3,0
45.0,Male,Divorced,IT,Manager,3.0,13502.0,38,21.0,10,1,1.0,5.0,3,29,0.0,8.0,44,1,2,4,1,20.0,4,0
45.0,Male,Divorced,Sales,Analyst,2.0,19362.0,72,23.0,13,6,4.0,1.0,2,43,1.0,3.0,51,14,3,2,1,13.0,1,0
40.0,Female,Divorced,Sales,Analyst,4.0,6277.0,64,6.0,1,0,4.0,3.0,4,86,1.0,5.0,34,17,1,1,3,7.0,4,0
58.0,Male,Single,,Assistant,5.0,,86,20.0,12,3,2.0,3.0,1,74,1.0,9.0,38,6,4,2,2,43.0,2,1
55.0,Male,Married,HR,Executive,3.0,,53,26.0,1,5,3.0,3.0,2,35,1.0,9.0,44,19,3,1,2,16.0,4,0
52.0,Female,Married,,Analyst,1.0,13909.0,86,25.20973082,2,6,4.0,4.0,4,24,1.0,8.0,52,11,2,3,3,33.0,3,0
